Population,Gene,Details,Frequency
BHI7,"Protein-N(5)-glutamine methyltransferase PrmB, methylates LSU ribosomal protein L3p",,-7.72
BHI7,Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1),Citrate cycle (TCA cycle),-0.95
BHI7,Nucleoside-specific channel-forming protein Tsx precursor,,-4.58
BHI7,Glutamyl-tRNA synthetase (EC 6.1.1.17),Aminoacyl-tRNA biosynthesis,-4.94
BHI7,"Selenide,water dikinase (EC 2.7.9.3)",Selenocompound metabolism,-5.07
BHI7,Cytoplasmic protein YaiB,,-3.37
BHI7,2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),"Glycine, serine and threonine metabolism",-4.46
BHI7,FIG002208: Acetyltransferase (EC 2.3.1.-),,-4.96
BHI7,Seryl-tRNA synthetase (EC 6.1.1.11),,-2.41
BHI7,IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),Purine metabolism,-4.49
BHI7,"Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)",Transporter,-3.01
BHI7,Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4),,-1.07
BHI7,Alkyl hydroperoxide reductase protein C (EC 1.6.4.-),,0.59
BHI7,FIG00637942: hypothetical protein,,-3.51
BHI7,Dihydrodipicolinate reductase (EC 1.3.1.26),"Glycine, serine and threonine metabolism",
BHI7,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)",Lysine biosynthesis,-5.09
BHI7,Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1),Citrate cycle (TCA cycle),-2.14
BHI7,Glutathione S-transferase (EC 2.5.1.18),Glutathione metabolism,-5.19
BHI7,Universal stress protein G,Universal Stress Protein,0.70
BHI7,Nucleoside diphosphate kinase (EC 2.7.4.6),Purine metabolism,-3.24
BHI7,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),"Glycine, serine and threonine metabolism",-4.67
BHI7,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),Citrate cycle (TCA cycle),-0.49
BHI7,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5),"Alanine, aspartate and glutamate metabolism",-6.32
BHI7,Glutamine synthetase type I (EC 6.3.1.2),"Alanine, aspartate and glutamate metabolism",-3.51
BHI7,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),Citrate cycle (TCA cycle),-3.54
BHI7,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),Folate biosynthesis,-4.15
BHI7,Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99),Citrate cycle (TCA cycle),-2.07
BHI7,Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7),Glyoxylate and dicarboxylate metabolism,-3.54
BHI7,Isocitrate lyase (EC 4.1.3.1),Glyoxylate and dicarboxylate metabolism,-2.36
BHI7,"Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)",Transporter,-3.91
BHI7,Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21),"Alanine, aspartate and glutamate metabolism",-4.53
BHI7,Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4),Transporter,-2.81
BHI7,Mannose-6-phosphate isomerase (EC 5.3.1.8),Fructose and mannose metabolism,-5.15
BHI7,ATP synthase gamma chain (EC 3.6.3.14),Oxidative phosphorylation,-3.86
BHI7,Ferritin-like protein 2,Iron?,-1.93
BHI7,Methylglyoxal synthase (EC 4.2.3.3),Pyruvate metabolism,-4.57
BHI7,Glucose-1-phosphatase (EC 3.1.3.10),Glycolysis / Gluconeogenesis,-2.72
BHI7,Malate dehydrogenase (EC 1.1.1.37),Citrate cycle (TCA cycle),0.41
BHI7,Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),Citrate cycle (TCA cycle),-0.55
BHI7,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),,-6.24
BHI7,Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),Lysine biosynthesis,-2.14
BHI7,"PTS system, mannose-specific IIA component (EC 2.7.1.69) / PTS system, mannose-specific IIB component (EC 2.7.1.69)",Glycolysis / Gluconeogenesis,-4.98
BHI7,"TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D",,-4.00
BHI7,Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2),Sulfur metabolism,-5.73
BHI7,Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49),Citrate cycle (TCA cycle),-2.60
BHI7,FIG00638561: hypothetical protein,,-3.04
BHI7,Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB,Biosynthesis of siderophore group nonribosomal peptide,-4.18
BHI7,Tryptophanase (EC 4.1.99.1),Tryptophan metabolism,-3.84
BHI7,"Fumarate hydratase class I, anaerobic (EC 4.2.1.2)",Citrate cycle (TCA cycle),-5.79
BHI7,NADP-dependent malic enzyme (EC 1.1.1.40),Pyruvate metabolism,-3.02
BHI7,"Histidine ABC transporter, histidine-binding periplasmic protein precursor HisJ (TC 3.A.1.3.1)",Transporter,-5.07
BHI7,S-adenosylmethionine synthetase (EC 2.5.1.6),Cysteine and methionine metabolism,-3.72
BHI7,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),"Glycine, serine and threonine metabolism ; Cysteine and methionine metabolism ; Lysine biosynthesis",-7.09
BHI7,"Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM; DHA-specific IIA component / DHA-specific phosphocarrier protein HPr / DHA-specific EI component",transferase,-7.72
BHI7,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),Citrate cycle (TCA cycle),-0.17
BHI7,L-lactate dehydrogenase (EC 1.1.2.3),Pyruvate metabolism,-4.46
BHI7,L-asparaginase (EC 3.5.1.1),"Alanine, aspartate and glutamate metabolism",-1.54
BHI7,Galactonate dehydratase (EC 4.2.1.6),Galactose metabolism,-4.03
BHI7,"Glycerophosphoryl diester phosphodiesterase, periplasmic (EC 3.1.4.46)",Glycerophospholipid metabolism,-3.06
BHI7,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),Fatty acid biosynthesis (Biotin metabolism),-3.30
BHI7,"Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE",,-5.81
BHI7,Outer membrane protein W precursor,Cell surface,-2.28
BHI7,"Fumarate hydratase class I, aerobic (EC 4.2.1.2)",Citrate cycle (TCA cycle),-2.81
BHI8,Ecoli_contig00001_211037_211429,Protein ygiW precursor,-7.14
BHI8,Ecoli_contig00045_35127_35732,Osmotically inducible protein OsmY,-5.19
BHI8,Ecoli_contig00044_29629_29967,Chaperone HdeB,-0.96
BHI8,Ecoli_contig00044_30071_30403,Chaperone HdeA,-5.64
BHI8,Ecoli_contig00015_25505_25948,PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein,
BHI8,Ecoli_contig00022_5625_6146,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),-7.50
BHI8,Ecoli_contig00055_21093_21542,FIG00638941: hypothetical protein,-2.38
BHI8,Ecoli_contig00050_590_1990,Glutamate decarboxylase (EC 4.1.1.15),-4.24
BHI8,Ecoli_contig00023_22286_22495,UPF0337 protein yjbJ,-3.56
BHI8,Ecoli_contig00022_39196_40200,"L,D-transpeptidase YnhG",-5.52
BHI8,Ecoli_contig00002_143000_143332,FIG00638559: hypothetical protein,-4.52
BHI8,Ecoli_contig00003_202553_202828,FIG00639237: hypothetical protein,-6.17
BHI8,Ecoli_contig00041_3652_4128,Bacterioferritin Ecoli_contig00041_3652_4128|Bacterioferritin,-3.13
BHI8,Ecoli_contig00014_31118_31516,FIG00638813: hypothetical protein,-6.59
BHI8,Ecoli_contig00003_76107_76679,Glycoprotein-polysaccharide metabolism,-7.07
BHI8,Ecoli_contig00006_31820_32260,FIG00638953: hypothetical protein,
BHI8,Ecoli_contig00059_6428_7279,Chaperone protein hchA,-2.77
BHI8,Ecoli_contig00008_108643_108981,Osmotically inducible lipoprotein E precursor,-1.76
BHI8,Ecoli_contig00037_16112_16339,Putative cytoplasmic protein,-4.57
BHI8,Ecoli_contig00026_23548_23979,Osmotically inducible protein C,-2.38
BHI8,Ecoli_contig00001_126901_127206,Uncharacterized membrane protein YqjD,-2.01
BHI8,Ecoli_contig00012_25898_26545,Glutaredoxin 2,-5.19
BHI8,Ecoli_contig00010_26964_27467,Non-specific DNA-binding protein Dps / Iron-binding ferritin-like antioxidant protein / Ferroxidase (EC 1.16.3.1),-1.73
BHI8,Ecoli_contig00069_85_366,hypothetical protein,-0.87
BHI8,Ecoli_contig00029_32534_33202,Uncharacterized membrane lipoprotein clustered with tellurite resistance proteins TehA/TehB,-6.63
BHI8,Ecoli_contig00040_5204_6427,Phosphopentomutase (EC 5.4.2.7),-3.86
BHI8,Ecoli_contig00008_136790_137341,Glutathione peroxidase (EC 1.11.1.9),-5.67
BHI8,Ecoli_contig00017_21328_22068,Protein of unknown function DUF541,-5.48
BHI8,Ecoli_contig00091_1340_2665,"Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase",-6.19
BHI8,Ecoli_contig00010_81701_82432,"Arginine ABC transporter, periplasmic arginine-binding protein ArtI",-5.38
BHI8,Ecoli_contig00001_223263_224090,"Methylglyoxal reductase, acetol producing (EC 1.1.1.-) / 2,5-diketo-D-gluconate reductase A (EC 1.1.1.274)",-5.22
BHI8,Ecoli_contig00087_3350_3976,Nicotinamidase family protein YcaC,-4.21
BHI8,Ecoli_contig00018_24926_25177,Glutaredoxin 3 (Grx3),-3.79
BHI8,Ecoli_contig00036_17112_18107,6-phosphogluconolactonase (EC 3.1.1.31),-5.05
BHI8,Ecoli_contig00055_3042_3557,S-ribosylhomocysteine lyase (EC 4.4.1.21) / Autoinducer-2 production protein LuxS,-1.75
BHI8,Ecoli_contig00010_83396_83911,probable lipoprotein,-4.75
BHI8,Ecoli_contig00028_9339_9539,FIG00639395: hypothetical protein,-5.62
BHI8,Ecoli_contig00040_38339_40255,Chaperone protein DnaK,-0.69
BHI8,Ecoli_contig00022_15245_15592,hypothetical protein,-7.52
BHI8,Ecoli_contig00070_10744_11364,YciO family,-4.41
BHI8,Ecoli_contig00017_36865_37785,Agmatinase (EC 3.5.3.11),-4.65
BHI8,Ecoli_contig00019_14091_14573,Uncharacterized protein YbeL / FIG002095: hypothetical protein,-5.59
BHI8,Ecoli_contig00039_29914_30978,Outer membrane protein A precursor,-1.17
BHI8,Ecoli_contig00018_10600_10809,Putative cytoplasmic protein,-4.63
BHI8,Ecoli_contig00039_21632_22045,"Succinyl-CoA synthetase, alpha subunit-related enzymes",-4.68
BHI8,Ecoli_contig00018_59647_59922,DNA-directed RNA polymerase omega subunit (EC 2.7.7.6),-3.77
BHI8,Ecoli_contig00058_19752_20045,Heat shock protein 60 family co-chaperone GroES,0.09
BHI8,Ecoli_contig00040_24114_24830,Aerobic respiration control protein arcA,-3.92
BHI8,Ecoli_contig00008_135347_135646,Integration host factor alpha subunit,-2.50
BHI8,Ecoli_contig00004_10511_11020,"PTS system, glucose-specific IIA component (EC 2.7.1.69)",-0.87
BHI8,Ecoli_contig00017_55807_56133,FIG002060: uncharacterized protein YggL,-5.36
BHI8,Ecoli_contig00004_124412_124747,"Ferredoxin, 2Fe-2S",-4.13
BHI8,Ecoli_contig00003_106892_107383,FIG001943: hypothetical protein YajQ,-3.02
BHI8,Ecoli_contig00041_36179_36688,Peptide deformylase (EC 3.5.1.88),-4.48
BHI8,Ecoli_contig00055_19384_19788,DNA-binding protein H-NS,-6.21
BHI8,Ecoli_contig00076_4276_4527,Protein yciN,-5.96
BHI8,Ecoli_contig00006_129169_129741,Peptidyl-prolyl cis-trans isomerase ppiA precursor (EC 5.2.1.8),-4.54
BHI8,Ecoli_contig00021_674_859,Carbon storage regulator,-3.45
BHI8,Ecoli_contig00010_110642_111607,Thioredoxin reductase (EC 1.8.1.9),-2.85
BHI8,Ecoli_contig00002_70478_71362,Cytidine deaminase (EC 3.5.4.5),-8.98
BHI8,Ecoli_contig00012_51248_52201,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)",-4.04
BHI8,Ecoli_contig00004_7086_8057,Cysteine synthase (EC 2.5.1.47),-0.22
BHI8,Ecoli_contig00046_20883_21671,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),-3.28
BHI8,Ecoli_contig00013_1438_2079,4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) / 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),-4.54
BHI8,Ecoli_contig00040_13434_15101,"ABC transporter, ATP-binding protein",-4.83
BHI8,Ecoli_contig00079_5225_5491,Cell division topological specificity factor MinE,-2.91
BHI8,Ecoli_contig00022_1882_2316,Transcriptional regulator SlyA,-6.14
BHI8,Ecoli_contig00067_9196_9813,2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21),-2.18
BHI8,Ecoli_contig00007_128045_128839,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),-5.01
BHI8,Ecoli_contig00011_65794_67014,"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",-2.52
BHI8,Ecoli_contig00022_16869_17450,Superoxide dismutase [Fe] (EC 1.15.1.1),0.02
BHI8,Ecoli_contig00010_25814_26560,"Glutamine ABC transporter, periplasmic glutamine-binding protein (TC 3.A.1.3.2)",-0.66
BHI8,Ecoli_contig00049_16500_18140,Phosphoglucomutase (EC 5.4.2.2),-2.80
BHI8,Ecoli_contig00009_92956_94254,Adenylosuccinate synthetase (EC 6.3.4.4),-3.46
BHI8,Ecoli_contig00025_44742_45692,Universal stress protein E,-3.48
BHI8,Ecoli_contig00001_224195_225358,NADPH-dependent broad range aldehyde dehydrogenase YqhD,-5.76
BHI8,Ecoli_contig00043_300_1154,2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55),-2.05
BHI8,Ecoli_contig00079_4409_5221,Septum site-determining protein MinD,-3.26
BHI8,Ecoli_contig00011_79636_80418,Lysine-arginine-ornithine-binding periplasmic protein precursor (TC 3.A.1.3.1),-2.97
BHI8,Ecoli_contig00006_107825_108829,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),-5.34
BHI8,Ecoli_contig00004_151826_153079,Serine hydroxymethyltransferase (EC 2.1.2.1),-0.98
BHI8,Ecoli_contig00009_20985_21446,Aspartate carbamoyltransferase regulatory chain (PyrI),-4.90
BHI8,Ecoli_contig00008_122244_123104,"Fructosamine kinase family protein, At3g61080 homolog",-3.59
BHI8,Ecoli_contig00018_25995_27539,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)",-5.09
BHI8,Ecoli_contig00051_5348_5926,Phosphoheptose isomerase 1 (EC 5.3.1.-),-2.74
BHI8,Ecoli_contig00004_64646_65359,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),-1.01
BHI8,Ecoli_contig00011_92755_93957,Acetate kinase (EC 2.7.2.1),-1.80
BHI8,Ecoli_contig00062_13108_13461,Putative ACR protein,-2.81
BHI8,Ecoli_contig00009_33020_34372,"TldE/PmbA protein, part of proposed TldE/TldD proteolytic complex (PMID 12029038)",-6.77
BHI8,Ecoli_contig00013_6972_8414,Pyruvate kinase (EC 2.7.1.40),-4.27
BHI8,Ecoli_contig00025_30805_31239,Universal stress protein F,0.77
BHI8,Ecoli_contig00040_35482_36069,"Molybdopterin biosynthesis Mog protein, molybdochelatase",-9.36
BHI8,Ecoli_contig00012_53159_53893,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),-4.70
BHI8,Ecoli_contig00012_54428_55669,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)",-5.16
BHI8,Ecoli_contig00024_12834_14465,"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)",-2.73
BHI8,Ecoli_contig00044_14971_15405,Universal stress protein A,0.55
BHI8,Ecoli_contig00054_26806_28095,Phosphoribosylamine--glycine ligase (EC 6.3.4.13),-3.91
BHI8,Ecoli_contig00014_70053_71435,ATP synthase beta chain (EC 3.6.3.14),-2.36
BHI8,Ecoli_contig00004_122859_124142,Peptidase B (EC 3.4.11.23),
BHI8,Ecoli_contig00016_54484_55587,Glycerol dehydrogenase (EC 1.1.1.6),-6.48
BHI8,Ecoli_contig00001_16768_17421,Sigma cross-reacting protein 27A,-4.62
BHI8,Ecoli_contig00014_73930_74463,ATP synthase delta chain (EC 3.6.3.14),-2.19
BHI8,Ecoli_contig00028_33958_34752,Methionine aminopeptidase (EC 3.4.11.18),-5.17
BHI8,Ecoli_contig00011_58959_59891,"Protein-N(5)-glutamine methyltransferase PrmB, methylates LSU ribosomal protein L3p",-7.57
BHI8,Ecoli_contig00034_28034_28750,Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1),-0.88
BHI8,Ecoli_contig00003_120053_120937,Nucleoside-specific channel-forming protein Tsx precursor,-4.52
BHI8,Ecoli_contig00092_501_1916,Glutamyl-tRNA synthetase (EC 6.1.1.17),-4.86
BHI8,Ecoli_contig00008_82891_83934,"Selenide,water dikinase (EC 2.7.9.3)",-4.40
BHI8,Ecoli_contig00003_150419_150679,Cytoplasmic protein YaiB,-3.50
BHI8,Ecoli_contig00018_32090_33286,2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),-4.82
BHI8,Ecoli_contig00001_66469_66972,FIG002208: Acetyltransferase (EC 2.3.1.-),-4.39
BHI8,Ecoli_contig00010_118981_120273,Seryl-tRNA synthetase (EC 6.1.1.11),-2.41
BHI8,Ecoli_contig00054_28107_29696,IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),-5.11
BHI8,Ecoli_contig00014_90338_91228,"Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)",-2.35
BHI8,Ecoli_contig00007_107118_108575,Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4),-0.76
BHI8,Ecoli_contig00019_50085_50648,Alkyl hydroperoxide reductase protein C (EC 1.6.4.-),0.75
BHI8,Ecoli_contig00013_59597_60262,FIG00637942: hypothetical protein,-3.45
BHI8,Ecoli_contig00007_8887_9708,Dihydrodipicolinate reductase (EC 1.3.1.26),-7.36
BHI8,Ecoli_contig00028_37517_38341,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)",-4.59
BHI8,Ecoli_contig00034_26252_28018,Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1),-2.32
BHI8,Ecoli_contig00085_296_901,Glutathione S-transferase (EC 2.5.1.18),-5.02
BHI8,Ecoli_contig00019_47726_48154,Universal stress protein G,0.62
BHI8,Ecoli_contig00004_112217_112648,Nucleoside diphosphate kinase (EC 2.7.4.6),-3.10
BHI8,Ecoli_contig00017_3562_4656,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),-5.05
BHI8,Ecoli_contig00034_33350_34516,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),-0.44
BHI8,Ecoli_contig00007_10164_11312,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5),-6.60
BHI8,Ecoli_contig00042_22445_23854,Glutamine synthetase type I (EC 6.3.1.2),-3.31
BHI8,Ecoli_contig00034_28951_31752,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),-3.73
BHI8,Ecoli_contig00066_11818_12471,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),-3.77
BHI8,Ecoli_contig00007_110932_113451,Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99),-1.96
BHI8,Ecoli_contig00016_50387_52567,Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7),-3.92
BHI8,Ecoli_contig00023_62818_64122,Isocitrate lyase (EC 4.1.3.1),-2.35
BHI8,Ecoli_contig00002_62858_63856,"Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)",-3.40
BHI8,Ecoli_contig00023_51604_52293,Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21),-4.37
BHI8,Ecoli_contig00019_9781_10689,Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4),-2.70
BHI8,Ecoli_contig00005_19069_20244,Mannose-6-phosphate isomerase (EC 5.3.1.8),-5.64
BHI8,Ecoli_contig00014_71462_72325,ATP synthase gamma chain (EC 3.6.3.14),-3.75
BHI8,Ecoli_contig00013_57359_57856,Ferritin-like protein 2,-2.14
BHI8,Ecoli_contig00039_22976_23434,Methylglyoxal synthase (EC 4.2.3.3),-3.96
BHI8,Ecoli_contig00037_14833_16074,Glucose-1-phosphatase (EC 3.1.3.10),-2.85
BHI8,Ecoli_contig00027_49668_50606,Malate dehydrogenase (EC 1.1.1.37),0.55
BHI8,Ecoli_contig00034_34516_35385,Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),-0.16
BHI8,Ecoli_contig00067_5696_6628,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),-6.12
BHI8,Ecoli_contig00034_31767_32984,Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),-2.07
BHI8,Ecoli_contig00008_27657_28628,"PTS system, mannose-specific IIA component (EC 2.7.1.69) / PTS system, mannose-specific IIB component (EC 2.7.1.69)",-4.18
BHI8,Ecoli_contig00019_77100_79340,"TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D",-3.96
BHI8,Ecoli_contig00021_70220_71932,Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2),-5.81
BHI8,Ecoli_contig00006_87075_88697,Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49),-2.78
BHI8,Ecoli_contig00029_53358_54419,FIG00638561: hypothetical protein,-3.04
BHI8,Ecoli_contig00019_61043_61900,Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB,-4.86
BHI8,Ecoli_contig00014_42781_44196,Tryptophanase (EC 4.1.99.1),-3.82
BHI8,Ecoli_contig00015_4418_6064,"Fumarate hydratase class I, anaerobic (EC 4.2.1.2)",-5.67
BHI8,Ecoli_contig00004_43839_46118,NADP-dependent malic enzyme (EC 1.1.1.40),-3.18
BHI8,Ecoli_contig00011_80639_81421,"Histidine ABC transporter, histidine-binding periplasmic protein precursor HisJ (TC 3.A.1.3.1)",-4.10
BHI8,Ecoli_contig00017_40694_41848,S-adenosylmethionine synthetase (EC 2.5.1.6),-3.93
BHI8,Ecoli_contig00006_43547_44650,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),-6.47
BHI8,Ecoli_contig00043_20205_21623,"Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM; DHA-specific IIA component / DHA-specific phosphocarrier protein HPr / DHA-specific EI component",-8.19
BHI8,Ecoli_contig00012_96344_97594,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),0.16
BHI8,Ecoli_contig00018_20606_21796,L-lactate dehydrogenase (EC 1.1.2.3),-4.18
BHI8,Ecoli_contig00017_53682_54728,L-asparaginase (EC 3.5.1.1),-1.50
BHI8,Ecoli_contig00067_8051_9199,Galactonate dehydratase (EC 4.2.1.6),-4.31
BHI8,Ecoli_contig00020_44902_45978,"Glycerophosphoryl diester phosphodiesterase, periplasmic (EC 3.1.4.46)",-3.25
BHI8,Ecoli_contig00004_18363_19154,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),-3.08
BHI8,Ecoli_contig00023_35313_36503,"Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE",-5.14
BHI8,Ecoli_contig00070_666_1304,Outer membrane protein W precursor,-1.82
BHI8,Ecoli_contig00005_20443_22089,"Fumarate hydratase class I, aerobic (EC 4.2.1.2)",-2.25
BHI9,Ecoli_contig00001_211037_211429,Protein ygiW precursor,-3.33
BHI9,Ecoli_contig00045_35127_35732,Osmotically inducible protein OsmY,-2.80
BHI9,Ecoli_contig00044_29629_29967,Chaperone HdeB,-0.57
BHI9,Ecoli_contig00044_30071_30403,Chaperone HdeA,-5.46
BHI9,Ecoli_contig00015_25505_25948,PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein,-6.06
BHI9,Ecoli_contig00022_5625_6146,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),-5.92
BHI9,Ecoli_contig00055_21093_21542,FIG00638941: hypothetical protein,-0.90
BHI9,Ecoli_contig00050_590_1990,Glutamate decarboxylase (EC 4.1.1.15),-5.35
BHI9,Ecoli_contig00023_22286_22495,UPF0337 protein yjbJ,-1.32
BHI9,Ecoli_contig00022_39196_40200,"L,D-transpeptidase YnhG",-3.83
BHI9,Ecoli_contig00002_143000_143332,FIG00638559: hypothetical protein,-2.51
BHI9,Ecoli_contig00003_202553_202828,FIG00639237: hypothetical protein,-3.71
BHI9,Ecoli_contig00041_3652_4128,Bacterioferritin Ecoli_contig00041_3652_4128|Bacterioferritin,-1.08
BHI9,Ecoli_contig00014_31118_31516,FIG00638813: hypothetical protein,
BHI9,Ecoli_contig00003_76107_76679,Glycoprotein-polysaccharide metabolism,-6.35
BHI9,Ecoli_contig00006_31820_32260,FIG00638953: hypothetical protein,-7.83
BHI9,Ecoli_contig00059_6428_7279,Chaperone protein hchA,-1.44
BHI9,Ecoli_contig00008_108643_108981,Osmotically inducible lipoprotein E precursor,-0.11
BHI9,Ecoli_contig00037_16112_16339,Putative cytoplasmic protein,-3.11
BHI9,Ecoli_contig00026_23548_23979,Osmotically inducible protein C,-2.12
BHI9,Ecoli_contig00001_126901_127206,Uncharacterized membrane protein YqjD,-0.67
BHI9,Ecoli_contig00012_25898_26545,Glutaredoxin 2,-4.22
BHI9,Ecoli_contig00010_26964_27467,Non-specific DNA-binding protein Dps / Iron-binding ferritin-like antioxidant protein / Ferroxidase (EC 1.16.3.1),-0.11
BHI9,Ecoli_contig00069_85_366,hypothetical protein,-0.42
BHI9,Ecoli_contig00029_32534_33202,Uncharacterized membrane lipoprotein clustered with tellurite resistance proteins TehA/TehB,-6.85
BHI9,Ecoli_contig00040_5204_6427,Phosphopentomutase (EC 5.4.2.7),-2.99
BHI9,Ecoli_contig00008_136790_137341,Glutathione peroxidase (EC 1.11.1.9),-4.57
BHI9,Ecoli_contig00017_21328_22068,Protein of unknown function DUF541,-4.20
BHI9,Ecoli_contig00091_1340_2665,"Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase",-6.35
BHI9,Ecoli_contig00010_81701_82432,"Arginine ABC transporter, periplasmic arginine-binding protein ArtI",-4.25
