gene,population,frequency
ydjG,a1,NA
yebT,a1,NA
gatY,a1,NA
yfaS,a1,NA
folX,a1,NA
narQ,a1,NA
hisS,a1,NA
yfhM,a1,NA
yphH,a1,NA
glrR,a1,NA
yfjI,a1,NA
yraQ,a1,NA
yidL,a1,NA
glmS,a1,NA
yjbB,a1,NA
rnr,a1,NA
aidB,a1,NA
nrdD,a1,NA
yjgL,a1,NA
fhuF,a1,NA
gmhB,a1,NA
frsA,a1,NA
yagF,a1,NA
betB,a1,NA
sbcC,a1,NA
htpG,a1,NA
ybgS,a1,NA
serC,a1,NA
pepT,a1,NA
oppB,a1,NA
ydcK,a1,NA
intQ,a1,NA
ynfG,a1,NA
fumC,a1,NA
lhr,a1,NA
mdtK,a1,NA
pykF,a1,NA
prc,a1,NA
micF,a1,NA
tktB,a1,NA
yfhM,a1,NA
alaS,a1,NA
cysH,a1,NA
sdaB,a1,NA
recC,a1,NA
scpA,a1,NA
fadH,a1,NA
aaeB,a1,NA
malQ,a1,NA
uhpA,a1,NA
rbsR,a1,NA
wzzE,a1,NA
yifK,a1,NA
rhtC,a1,NA
trkH,a1,NA
nrfC,a1,NA
yjiV,a1,NA
yjiY,a1,NA
rluA,a1,NA
lpxB,a1,NA
frsA,a1,NA
mdlA,a1,NA
peaD,a1,NA
citX,a1,NA
nagB,a1,NA
glnS,a1,NA
rhsC,a1,NA
rhsC,a1,NA
rhsC,a1,NA
mngA,a1,NA
ybjL,a1,NA
ybjQ,a1,NA
ycbF,a1,NA
ycgL,a1,NA
ycgB,a1,NA
dadX,a1,NA
dhaM,a1,NA
puuA,a1,NA
ycjO,a1,NA
yneO,a1,NA
sufS,a1,NA
ptrB,a1,NA
yohD,a1,NA
yejH,a1,NA
purF,a1,NA
bamB,a1,NA
hycE,a1,NA
amiC,a1,NA
xdhB,a1,NA
zntR,a1,NA
rpmC,a1,NA
rpsC,a1,NA
nirD,a1,NA
gor,a1,NA
dnaN,a1,NA
leuV,a1,NA
ybcK,a1,NA
uvrB,a1,NA
ssuC,a1,NA
gfcB,a1,NA
yneK,a1,NA
tar,a1,NA
yegK,a1,NA
yfbV,a1,NA
yfdC,a1,NA
emrY,a1,NA
cysZ,a1,NA
hcaD,a1,NA
exuR,a1,NA
rpsL,a1,NA
gph,a1,NA
hofM,a1,NA
rffG,a1,NA
cpxR,a1,NA
nnr,a1,NA
focA,a1,NA
ycbF,a1,NA
yccS,a1,NA
paaJ,a1,NA
lsrD,a1,NA
hdhA,a1,NA
rsxC,a1,NA
amn,a1,NA
hisC,a1,NA
ccmF,a1,NA
rcsC,a1,NA
yfcU,a1,NA
yfeR,a1,NA
mutS,a1,NA
mutS,a1,NA
mutS,a1,NA
xdhA,a1,NA
tktA,a1,NA
kbaY,a1,NA
rbsA,a1,NA
phnG,a1,NA
ytfT,a1,NA
hsdR,a1,NA
polB,a1,NA
mraY,a1,NA
secM,a1,NA
aceF,a1,NA
yagH,a1,NA
prpD,a1,NA
queA,a1,NA
ppiD,a1,NA
acrB,a1,NA
cusC,a1,NA
kdpD,a1,NA
abrB,a1,NA
ybgQ,a1,NA
dinG,a1,NA
iaaA,a1,NA
dmsB,a1,NA
fabD,a1,NA
narI,a1,NA
pgpB,a1,NA
insH1,a1,NA
stfR,a1,NA
yeaG,a1,NA
cutC,a1,NA
alkB,a1,NA
atoE,a1,NA
nuoE,a1,NA
nuoC,a1,NA
folX,a1,NA
cvpA,a1,NA
yfcU,a1,NA
yfeN,a1,NA
eutB,a1,NA
hisS,a1,NA
ypjI,a1,NA
hypD,a1,NA
fhlA,a1,NA
mutS,a1,NA
ygcB,a1,NA
tcdA,a1,NA
xanQ,a1,NA
bglA,a1,NA
yqgE,a1,NA
yghX,a1,NA
ftsP,a1,NA
prkB,a1,NA
php,a1,NA
yhjK,a1,NA
xylB,a1,NA
waaB,a1,NA
atpI,a1,NA
rrlC,a1,NA
cyaA,a1,NA
fdoG,a1,NA
sodA,a1,NA
eptC,a1,NA
fecA,a1,NA
opgB,a1,NA
yjjI,a1,NA
rne,a1,NA
rzpRrzoR,a1,NA
rzpRrzoR,a1,NA
rfbD,a1,NA
arnT,a1,NA
arnF,a1,NA
murE,a1,NA
rrfH,a1,NA
insN,a1,NA
yagA,a1,NA
ybiT,a1,NA
ybiT,a1,NA
amiD,a1,NA
yceI,a1,NA
rluC,a1,NA
yncE,a1,NA
yehA,a1,NA
ompR,a1,NA
glgX,a1,NA
frsA,a1,NA
yagG,a1,NA
yagJ,a1,NA
mhpC,a1,NA
cyoE,a1,NA
potE,a1,NA
glnQ,a1,NA
asnS,a1,NA
ydiS,a1,NA
wbbK,a1,NA
ppk,a1,NA
yfgJ,a1,NA
csrD,a1,NA
gspE,a1,NA
yhgF,a1,NA
yiaK,a1,NA
viaA,a1,NA
yihQ,a1,NA
yihQ,a1,NA
arpA,a1,NA
lysU,a1,NA
yjgH,a1,NA
yjjI,a1,NA
crl,a2,2
mhpR,a2,NA
rpoB,a2,NA
yfiH,a2,NA
leuT,a2,NA
yneO,a2,NA
rsxC,a2,NA
mtr,a2,NA
rpoC,a2,NA
rsxC,a2,NA
rsxC,a2,NA
leuP,a2,NA
thrA,a2,NA
yaaJ,a2,2
yaaW,a2,2
dnaJ,a2,2
carA,a2,2
carB,a2,NA
caiB,a2,2
kefFkefC,a2,NA
folA,a2,NA
pdxA,a2,2
surA,a2,NA
araD,a2,2
yabI,a2,2
thiQ,a2,NA
thiB,a2,NA
ilvI,a2,NA
ftsI,a2,NA
ftsI,a2,NA
murFmraY,a2,2
mraY,a2,NA
ftsW,a2,NA
ftsA,a2,2
secA,a2,NA
mutT,a2,2
hofC,a2,2
nadC,a2,NA
pdhR,a2,2
aceF,a2,NA
acnB,a2,NA
yadC,a2,2
yadL,a2,2
yadV,a2,2
sfsA,a2,2
hrpB,a2,2
fhuA,a2,NA
fhuA,a2,2
clcA,a2,NA
btuF,a2,2
cdaR,a2,2
cdaR,a2,2
cdaR,a2,2
yaeI,a2,2
rpsB,a2,NA
bamA,a2,2
dnaE,a2,NA
dnaE,a2,NA
tsaA,a2,2
metQ,a2,NA
yafF,a2,2
fadE,a2,NA
dinJ,a2,2
yafL,a2,2
pepD,a2,2
proA,a2,2
ykfA,a2,NA
insI1,a2,NA
yagA,a2,NA
yagF,a2,NA
yagH,a2,NA
insA,a2,NA
paoC,a2,NA
ecpE,a2,NA
ecpB,a2,2
ykgL,a2,2
insF1,a2,2
yahE,a2,2
yahL,a2,2
yahL,a2,2
yahM,a2,2
prpE,a2,NA
cynR,a2,2
mhpC,a2,2
mhpF,a2,NA
frmR,a2,2
insD1,a2,2
yaiP,a2,2
yaiS,a2,2
tauA,a2,NA
insF1,a2,2
yaiT,a2,NA
iraP,a2,2
araJ,a2,2
proY,a2,NA
secD,a2,NA
pgpA,a2,NA
yajL,a2,NA
yajLpanE,a2,NA
yajQ,a2,NA
cyoA,a2,NA
lon,a2,2
ybaO,a2,2
mdlA,a2,NA
mdlAmdlB,a2,2
amtB,a2,NA
ybaY,a2,2
ybaA,a2,2
ylaB,a2,2
ylaB,a2,2
tomB,a2,2
acrA,a2,NA
mscK,a2,2
priC,a2,NA
apt,a2,NA
hemHaes,a2,2
ybbO,a2,2
ybbP,a2,2
rhsD,a2,NA
allC,a2,NA
ybcF,a2,2
sfmC,a2,NA
insF1,a2,2
ybcL,a2,2
rzpD,a2,2
ybcY,a2,2
appY,a2,NA
ompT,a2,NA
envY,a2,2
nfrA,a2,NA
nfrA,a2,2
hokE,a2,2
ybdR,a2,NA
ybdR,a2,NA
citF,a2,2
citE,a2,2
lipB,a2,2
rlpA,a2,NA
mrdA,a2,NA
cobC,a2,NA
leuS,a2,2
ybeQ,a2,2
ybeQ,a2,2
djlB,a2,2
ybeU,a2,2
ybeX,a2,NA
ubiF,a2,2
glnS,a2,NA
ybfG,a2,2
kdpD,a2,NA
ybfD,a2,2
neiabrB,a2,2
neiabrB,a2,2
sucB,a2,2
ybgC,a2,2
galK,a2,2
bioD,a2,2
moaE,a2,2
ybhM,a2,2
ybhR,a2,2
ybhS,a2,2
ybhG,a2,NA
ybhGybiH,a2,2
mntS,a2,2
ybiR,a2,2
ybiW,a2,2
gsiD,a2,2
yliE,a2,2
yliIgstB,a2,2
mdfA,a2,2
rcdA,a2,2
rimK,a2,NA
amiDybjS,a2,2
hcp,a2,2
aqpZ,a2,2
cspD,a2,2
aat,a2,2
ftsK,a2,NA
lolA,a2,2
rpsA,a2,NA
ycaI,a2,2
msbA,a2,NA
lpxK,a2,2
mukB,a2,NA
ycbK,a2,2
ompF,a2,2
zapC,a2,2
zapCycbX,a2,2
yccS,a2,NA
insB1,a2,NA
torS,a2,NA
torA,a2,NA
ymdF,a2,2
rutC,a2,2
rutA,a2,2
efeU,a2,2
pgaC,a2,NA
pgaB,a2,NA
insF1,a2,NA
yceO,a2,2
mdtH,a2,2
flgK,a2,2
flgK,a2,2
flgK,a2,2
yceF,a2,2
plsX,a2,2
fabH,a2,2
fabF,a2,2
pabC,a2,2
ycfQ,a2,2
mfd,a2,NA
lolE,a2,2
xisE,a2,2
croE,a2,2
ymfM,a2,2
ymfRbeeE,a2,2
tfaPtfaE,a2,NA
tfaPtfaE,a2,2
ycgX,a2,2
bluR,a2,NA
ymgC,a2,2
ycgM,a2,2
cvrA,a2,NA
ycgY,a2,2
dhaK,a2,2
dhaR,a2,2
dauA,a2,NA
hemA,a2,2
chaA,a2,NA
narL,a2,2
narI,a2,NA
rttRtpr,a2,NA
rttR,a2,NA
rttR,a2,NA
rttR,a2,NA
rttR,a2,NA
kch,a2,2
sapCsapB,a2,2
puuA,a2,NA
pspF,a2,2
ycjU,a2,2
ycjV,a2,2
ycjG,a2,2
ycjG,a2,2
ycjGmpaA,a2,NA
pgrR,a2,2
intR,a2,2
sieBydaF,a2,2
ydaG,a2,2
rzpRrzoR,a2,NA
ydaY,a2,2
insH1,a2,NA
stfR,a2,NA
stfR,a2,2
tynA,a2,2
paaG,a2,2
paaG,a2,NA
paaG,a2,2
paaXpaaY,a2,2
ydbA,a2,2
insD1,a2,2
ydbA,a2,NA
ynbB,a2,NA
hrpA,a2,NA
cybB,a2,2
trg,a2,2
opgD,a2,2
ydcL,a2,2
rhsEydcD,a2,2
yddK,a2,2
fdnG,a2,2
ddpF,a2,2
ddpC,a2,2
dosC,a2,NA
gadB,a2,NA
gadB,a2,NA
gadB,a2,2
gadB,a2,2
lsrK,a2,2
ydeA,a2,2
marA,a2,2
marB,a2,2
ydeE,a2,2
ydeI,a2,2
dcp,a2,2
ydfG,a2,2
rzpQ,a2,NA
ydfC,a2,2
insD1,a2,NA
rspB,a2,NA
rspA,a2,2
ynfA,a2,2
speG,a2,2
ynfH,a2,2
dmsD,a2,2
ynfM,a2,2
fumC,a2,2
ydgA,a2,2
malX,a2,2
rsxC,a2,NA
rsxC,a2,NA
rsxD,a2,NA
rsxE,a2,NA
anmK,a2,2
nemR,a2,2
lhr,a2,2
grxD,a2,NA
mdtK,a2,2
pykF,a2,NA
pykF,a2,2
ldtE,a2,2
ldtE,a2,2
sufS,a2,2
sufD,a2,2
sufB,a2,2
sufA,a2,2
ydiJ,a2,NA
ydiP,a2,NA
ydiS,a2,2
ppsR,a2,2
ydiE,a2,2
nlpC,a2,2
btuC,a2,NA
rpmI,a2,2
arpB,a2,2
chbA,a2,2
astE,a2,2
astD,a2,NA
astD,a2,NA
ydjX,a2,NA
nudGynjH,a2,2
gapA,a2,2
yeaE,a2,NA
yeaH,a2,2
yeaJ,a2,2
yoaI,a2,2
yeaLyeaM,a2,2
yeaM,a2,2
dmlR,a2,NA
dmlA,a2,NA
yeaX,a2,2
yoaA,a2,2
mntP,a2,2
yobB,a2,2
exoXptrB,a2,2
lpxM,a2,2
mepM,a2,NA
znuC,a2,2
yebB,a2,2
yecN,a2,2
flhA,a2,2
otsA,a2,NA
tyrP,a2,NA
dcyD,a2,2
yedK,a2,NA
yedN,a2,2
fliE,a2,NA
fliH,a2,2
fliN,a2,2
fliP,a2,NA
fliQ,a2,2
yedA,a2,2
yedS,a2,2
yeeJ,a2,2
cbl,a2,2
insD1,a2,2
yeeE,a2,2
hisL,a2,2
hisC,a2,NA
ugd,a2,2
wbbKwbbJ,a2,2
wcaM,a2,2
wcaL,a2,NA
wcaK,a2,2
wcaG,a2,NA
wcaDwcaC,a2,2
wcaC,a2,2
asmA,a2,2
asmA,a2,NA
yegI,a2,2
baeR,a2,2
gatR,a2,2
insF1,a2,NA
gatZ,a2,NA
yegT,a2,2
yegVyegW,a2,2
yegVyegW,a2,2
yehB,a2,2
yehI,a2,2
yehQ,a2,2
yehU,a2,2
yohC,a2,2
yohF,a2,NA
sanA,a2,2
galS,a2,2
fruB,a2,2
yeiP,a2,2
yeiQ,a2,NA
yejA,a2,2
yejA,a2,2
yejE,a2,2
yejO,a2,2
ccmH,a2,2
rcsD,a2,2
rcsC,a2,2
yfaS,a2,NA
yfaSyfaT,a2,2
glpQ,a2,2
rhmA,a2,2
arnAarnD,a2,2
menF,a2,2
pta,a2,2
fabB,a2,NA
yfcO,a2,NA
yfcU,a2,2
mlaA,a2,NA
gtrA,a2,2
tfaSyfdK,a2,2
yfdT,a2,NA
dsdX,a2,2
dsdX,a2,NA
evgS,a2,2
ypdI,a2,2
ypdI,a2,2
yfdY,a2,2
lpxP,a2,NA
yfeO,a2,NA
yfeO,a2,2
mntH,a2,2
xapR,a2,2
xapR,a2,2
yfeR,a2,2
yfeH,a2,NA
ypeA,a2,2
eutR,a2,NA
eutT,a2,2
acrD,a2,2
yffB,a2,2
tmcA,a2,2
bcp,a2,2
hyfF,a2,NA
focB,a2,NA
hda,a2,2
purM,a2,2
yfgG,a2,2
der,a2,2
pbpC,a2,2
pepB,a2,2
yphA,a2,2
yphB,a2,NA
yphE,a2,NA
glyA,a2,2
hmp,a2,2
pgpC,a2,2
srmB,a2,2
pssA,a2,2
yfiMkgtP,a2,2
raiA,a2,2
yfiN,a2,2
yfjQ,a2,NA
yfjR,a2,NA
ypjK,a2,NA
ypjA,a2,2
ypjA,a2,2
ypjC,a2,2
ygaQ,a2,2
ygaQ,a2,2
ygaQ,a2,2
ygaQ,a2,2
gabT,a2,2
csiR,a2,2
ygaU,a2,2
yqaE,a2,2
ygaM,a2,2
nrdE,a2,NA
ygaY,a2,NA
luxS,a2,NA
mltB,a2,2
mltB,a2,2
mltB,a2,NA
srlE,a2,NA
norW,a2,NA
ascB,a2,2
hycI,a2,2
hypBhypC,a2,NA
ygbA,a2,2
mutS,a2,NA
mutS,a2,2
pphB,a2,2
iap,a2,2
ygcN,a2,NA
ygcNygcO,a2,NA
ygcO,a2,NA
ygcE,a2,NA
mazF,a2,2
relA,a2,2
rlmD,a2,2
barA,a2,2
fucI,a2,NA
fucK,a2,2
recB,a2,2
ppdC,a2,2
ptsP,a2,2
ptsP,a2,NA
mutH,a2,NA
lysRygeA,a2,2
kduD,a2,NA
kduI,a2,2
yqeF,a2,2
ygeI,a2,2
pbl,a2,2
ygeN,a2,2
insD1,a2,2
yqeC,a2,2
mocA,a2,2
uacT,a2,2
uacT,a2,NA
recJ,a2,2
fau,a2,2
rpiA,a2,NA
argP,a2,2
scpA,a2,2
argO,a2,2
loiP,a2,2
speB,a2,NA
speA,a2,2
yggR,a2,NA
yggU,a2,NA
yggN,a2,NA
mutY,a2,NA
glcC,a2,2
yghQ,a2,NA
yghT,a2,2
yghT,a2,2
hybF,a2,2
ygiS,a2,NA
ygiZ,a2,2
cpdA,a2,2
yqiB,a2,2
zupT,a2,2
insD1,a2,2
yqiG,a2,2
yqiI,a2,2
glnE,a2,2
ttdR,a2,2
aer,a2,2
patA,a2,NA
ygjK,a2,NA
sstT,a2,NA
yhaK,a2,2
yhaO,a2,2
tdcA,a2,2
yhaC,a2,2
yhaC,a2,2
garR,a2,2
yhaV,a2,2
agaR,a2,2
yraP,a2,NA
yraQ,a2,2
yhbO,a2,2
yhbQ,a2,NA
yhbU,a2,NA
yhbW,a2,2
nlpI,a2,2
nlpI,a2,NA
truB,a2,NA
yhbX,a2,2
dacB,a2,2
dacB,a2,2
yrbG,a2,2
ptsN,a2,2
yhcC,a2,2
gltB,a2,NA
yhcF,a2,2
nanT,a2,NA
yhcO,a2,2
mreDmreC,a2,2
mreB,a2,2
dusB,a2,NA
fmt,a2,NA
yhdN,a2,2
gspD,a2,2
bfr,a2,2
yheV,a2,2
kefB,a2,2
frlD,a2,2
php,a2,NA
php,a2,2
yhfZ,a2,NA
yhfZ,a2,NA
dam,a2,2
damX,a2,2
yhgE,a2,2
envZ,a2,2
bioH,a2,NA
gntX,a2,2
malQ,a2,2
rtcA,a2,2
glgA,a2,NA
glgA,a2,NA
yhhAugpQ,a2,2
livJ,a2,2
dcrB,a2,NA
nikA,a2,2
prlC,a2,2
gadE,a2,2
gadW,a2,2
gadX,a2,2
yhjE,a2,NA
yhjK,a2,NA
bcsA,a2,2
yhjR,a2,2
eptB,a2,NA
eptB,a2,NA
yiaG,a2,2
xylB,a2,NA
xylF,a2,2
xylG,a2,2
xylR,a2,2
sgbUsgbE,a2,NA
selA,a2,NA
yibF,a2,NA
rhsA,a2,2
yibA,a2,2
mtlA,a2,2
lldD,a2,NA
trmL,a2,2
yibQwaaH,a2,2
waaH,a2,2
yibB,a2,2
coaD,a2,NA
rph,a2,2
dinD,a2,2
yicGligB,a2,NA
yicI,a2,NA
setC,a2,2
adeQ,a2,NA
adeQ,a2,NA
ivbL,a2,2
yidGyidH,a2,NA
glvC,a2,2
glvC,a2,2
glvC,a2,2
cbrAdgoT,a2,2
mdtL,a2,2
yieH,a2,2
yieH,a2,2
cbrC,a2,2
yieL,a2,NA
atpE,a2,2
atpB,a2,2
kup,a2,NA
kup,a2,NA
rbsA,a2,NA
rbsB,a2,NA
rbsRhsrA,a2,2
ilvL,a2,2
ilvA,a2,2
gpp,a2,NA
wzzE,a2,2
wzzE,a2,NA
wzzE,a2,2
wecB,a2,NA
wzxE,a2,2
wecF,a2,NA
yifK,a2,2
aslB,a2,2
hemY,a2,2
hemD,a2,NA
hemC,a2,NA
yigG,a2,2
recQ,a2,2
rmuC,a2,NA
tatDrfaH,a2,2
spf,a2,2
typA,a2,NA
yihL,a2,2
yihW,a2,2
yiiD,a2,NA
yiiD,a2,NA
yiiD,a2,NA
rhaA,a2,NA
cpxA,a2,2
cpxP,a2,2
yijF,a2,2
pflD,a2,NA
frwDyijO,a2,2
eptC,a2,2
trmA,a2,NA
rpoB,a2,NA
zraRpurD,a2,NA
yjaB,a2,2
aceK,a2,2
yjbB,a2,NA
lysC,a2,2
yjbS,a2,2
ryjA,a2,NA
fdhF,a2,NA
mdtO,a2,NA
alsB,a2,NA
phnL,a2,NA
phnG,a2,NA
phnC,a2,2
phnC,a2,NA
proP,a2,2
adiC,a2,2
yjdF,a2,NA
fumB,a2,2
ghoS,a2,2
ghoT,a2,2
sugEblc,a2,2
blc,a2,NA
psd,a2,2
nnr,a2,NA
purA,a2,NA
rnr,a2,NA
yjfC,a2,NA
ulaD,a2,NA
ulaF,a2,2
yjfY,a2,2
yjfY,a2,2
priB,a2,2
ytfAytfB,a2,2
ytfF,a2,NA
qorB,a2,2
msrA,a2,2
tamB,a2,2
tamB,a2,2
bdcA,a2,NA
bdcR,a2,2
bdcR,a2,2
yjgL,a2,2
idnR,a2,2
idnR,a2,2
idnT,a2,2
idnO,a2,NA
insD1,a2,2
yjgX,a2,2
yjgX,a2,2
fecE,a2,2
fecE,a2,2
fecA,a2,2
insB1,a2,2
yjhR,a2,2
nanC,a2,2
fimB,a2,2
fimD,a2,NA
yjiM,a2,2
yjiN,a2,NA
yjiN,a2,2
yjiP,a2,2
mcrCmcrB,a2,2
hsdM,a2,NA
hsdR,a2,2
yjiA,a2,NA
tsr,a2,NA
yjjQbglJ,a2,2
leuV,a2,NA
leuV,a2,2
ytjA,a2,2
yjjV,a2,2
deoA,a2,NA
deoA,a2,2
deoB,a2,NA
lplA,a2,NA
trpR,a2,NA
creC,a2,2
ampE,a2,NA
eaeH,a2,NA
acrB,a2,NA
acrR,a2,NA
dsbG,a2,NA
sdhA,a2,NA
gsiA,a2,NA
insB1,a2,NA
insB1,a2,NA
insB1,a2,NA
insB1,a2,NA
insB1,a2,NA
insB1,a2,NA
purU,a2,NA
adhE,a2,NA
ycjW,a2,NA
ycjG,a2,NA
ynaK,a2,NA
yneO,a2,NA
folM,a2,NA
sufS,a2,NA
ydiY,a2,NA
rnd,a2,NA
yecS,a2,NA
rihB,a2,NA
ada,a2,NA
pta,a2,NA
evgS,a2,NA
cysA,a2,NA
focB,a2,NA
csiE,a2,NA
tyrA,a2,NA
ygfK,a2,NA
rpiA,a2,NA
yggN,a2,2
ygjJ,a2,NA
ygjP,a2,NA
yhaO,a2,NA
infB,a2,NA
gltB,a2,NA
dcuD,a2,NA
rng,a2,NA
smf,a2,NA
yhfZ,a2,NA
glgP,a2,NA
wecB,a2,NA
pflC,a2,NA
rpoC,a2,NA
alr,a2,NA
folA,a2,NA
ampD,a2,NA
ampE,a2,NA
yadE,a2,NA
cynR,a2,NA
lacZ,a2,NA
lacZ,a2,NA
ybaL,a2,NA
fdrA,a2,NA
cusA,a2,NA
nagC,a2,NA
yliE,a2,NA
mdfA,a2,NA
ybjD,a2,NA
rpsA,a2,NA
ycbL,a2,NA
insB1,a2,NA
flgB,a2,NA
rttRtpr,a2,NA
topA,a2,NA
ycjM,a2,NA
yddK,a2,NA
yneO,a2,NA
selD,a2,NA
purT,a2,NA
plaP,a2,NA
yeeY,a2,NA
mdtB,a2,NA
mglA,a2,NA
menE,a2,NA
truA,a2,NA
oxc,a2,NA
xseA,a2,NA
hisS,a2,NA
yfhM,a2,NA
hypF,a2,NA
cysJ,a2,NA
ygcW,a2,NA
barA,a2,NA
ssnA,a2,NA
lysS,a2,NA
metK,a2,NA
qseB,a2,NA
ribB,a2,NA
ttdB,a2,NA
nusA,a2,NA
mlaD,a2,NA
yhcD,a2,NA
fis,a2,NA
smf,a2,NA
fmt,a2,NA
frlA,a2,NA
frlR,a2,NA
malP,a2,NA
yicC,a2,NA
yicT,a2,NA
yieL,a2,NA
bglH,a2,NA
bglF,a2,NA
wzzE,a2,NA
leuT,a2,NA
glmZ,a2,NA
yiiG,a2,NA
cpxA,a2,NA
yijO,a2,NA
argE,a2,NA
nrfE,a2,NA
fimH,a2,NA
mcrB,a2,NA
dnaJ,a2,NA
caiF,a2,NA
polB,a2,NA
lpd,a2,NA
dxr,a2,NA
rrlH,a2,NA
cynS,a2,NA
glxK,a2,NA
ybcM,a2,NA
gltI,a2,NA
miaB,a2,NA
nagA,a2,NA
tolB,a2,NA
modB,a2,NA
uvrB,a2,NA
yccS,a2,NA
helD,a2,NA
etk,a2,NA
insB1,a2,NA
cbpA,a2,NA
pgaB,a2,NA
pyrC,a2,NA
ldtC,a2,NA
lolE,a2,NA
trpE,a2,NA
ycjP,a2,NA
ycjS,a2,NA
insH1,a2,NA
yddA,a2,NA
ydfG,a2,NA
tfaQ,a2,NA
folM,a2,NA
uidB,a2,NA
ydiP,a2,NA
ydjA,a2,NA
dmlR,a2,NA
nudL,a2,NA
rlmA,a2,NA
mepM,a2,NA
torY,a2,NA
yeeL,a2,NA
glf,a2,NA
wcaK,a2,NA
mdtB,a2,NA
yehC,a2,NA
yehQ,a2,NA
preT,a2,NA
dsdA,a2,NA
lpxP,a2,NA
yfeX,a2,NA
aegA,a2,NA
bcp,a2,NA
purM,a2,NA
pbpC,a2,NA
yphG,a2,NA
trmD,a2,NA
ypjA,a2,NA
ygaQ,a2,NA
mutS,a2,NA
fucK,a2,NA
galR,a2,NA
metK,a2,NA
parE,a2,NA
ygjK,a2,NA
sstT,a2,NA
tdcD,a2,NA
mtr,a2,NA
fis,a2,NA
gspA,a2,NA
glpD,a2,NA
dctA,a2,NA
eptB,a2,NA
uhpC,a2,NA
kup,a2,NA
rrfA,a2,NA
rpoC,a2,NA
yjbB,a2,NA
zur,a2,NA
yjcE,a2,NA
yjcO,a2,NA
dcuA,a2,NA
epmA,a2,NA
ulaG,a2,NA
ulaC,a2,NA
tsr,a2,NA
yjjQ,a2,NA
kefC,a2,NA
hofB,a2,NA
rrlH,a2,NA
ybcH,a2,NA
purU,a2,NA
trpD,a2,NA
ynaE,a2,NA
cmoA,a2,NA
argS,a2,NA
plaP,a2,NA
mdtC,a2,NA
ccmA,a2,NA
yfaA,a2,NA
nuoF,a2,NA
yfcI,a2,NA
norV,a2,NA
fhlA,a2,NA
ygdH,a2,NA
ygeA,a2,NA
argP,a2,NA
ftsP,a2,NA
ttdR,a2,NA
smf,a2,NA
gspD,a2,NA
yhfK,a2,NA
gntK,a2,NA
rbsA,a2,NA
folA,a2,NA
htrE,a2,NA
ddlA,a2,NA
phoB,a2,NA
fepC,a2,NA
tatE,a2,NA
pflB,a2,NA
yccF,a2,NA
torC,a2,NA
pgaA,a2,NA
narJ,a2,NA
yncE,a2,NA
ydgI,a2,NA
ydiF,a2,NA
fliI,a2,NA
yedI,a2,NA
hiuH,a2,NA
yegE,a2,NA
ung,a2,NA
kgtP,a2,NA
yqiG,a2,NA
plsY,a2,NA
nusA,a2,NA
dcuD,a2,NA
fis,a2,NA
rpsD,a2,NA
gspA,a2,NA
crp,a2,NA
nirB,a2,NA
yhfT,a2,NA
xylG,a2,NA
malS,a2,NA
yiaY,a2,NA
waaL,a2,NA
bglG,a2,NA
yifK,a2,NA
fdoG,a2,NA
hupA,a2,NA
yjiN,a2,NA
folA,a2,NA
pepD,a2,NA
ykfC,a2,NA
sbcC,a2,NA
nfrA,a2,NA
entA,a2,NA
gfcD,a2,NA
purB,a2,NA
icd,a2,NA
recE,a2,NA
tynA,a2,NA
pykF,a2,NA
purT,a2,NA
amn,a2,NA
eutD,a2,NA
yfhM,a2,NA
ung,a2,NA
rpoS,a2,NA
cysN,a2,NA
bglA,a2,NA
uxaA,a2,NA
agaR,a2,NA
rpsO,a2,NA
pabA,a2,NA
selB,a2,NA
purA,a2,NA
fimB,a2,NA
rihC,a2,NA
folA,a2,NA
cra,a2,NA
ybhN,a2,NA
pqiA,a2,NA
yciB,a2,NA
ycjF,a2,NA
yneO,a2,NA
ydfE,a2,NA
yedQ,a2,NA
gyrA,a2,NA
ygcS,a2,NA
ygjR,a2,NA
fis,a2,NA
crp,a2,NA
pstA,a2,NA
rpoC,a2,NA
fecB,a2,NA
ettA,a2,NA
ykgF,a2,NA
betA,a2,NA
cynT,a2,NA
cyoA,a2,NA
ybaE,a2,NA
gsk,a2,NA
cstA,a2,NA
ftsK,a2,NA
mukF,a2,NA
putA,a2,NA
csgD,a2,NA
flgJ,a2,NA
nagK,a2,NA
stfP,a2,NA
ycgV,a2,NA
adhE,a2,NA
ydcU,a2,NA
yneO,a2,NA
ynfB,a2,NA
ynfE,a2,NA
rsxC,a2,NA
dmlR,a2,NA
yecM,a2,NA
yedA,a2,NA
yeeE,a2,NA
yehM,a2,NA
ypfH,a2,NA
uraA,a2,NA
relA,a2,NA
fucA,a2,NA
gcvP,a2,NA
sslE,a2,NA
sstT,a2,NA
pnp,a2,NA
yhfU,a2,NA
glgC,a2,NA
livJ,a2,NA
yhhI,a2,NA
yhjE,a2,NA
rph,a2,NA
wecG,a2,NA
metF,a2,NA
malM,a2,NA
tsr,a2,NA
cpxA,a2,NA
folA,a2,NA
rapA,a2,NA
gcd,a2,NA
bamA,a2,NA
yagA,a2,NA
yaiW,a2,NA
mak,a2,NA
malZ,a2,NA
dxs,a2,NA
nfrA,a2,NA
ybgI,a2,NA
ybhD,a2,NA
cydC,a2,NA
yccS,a2,NA
serX,a2,NA
csgD,a2,NA
yceI,a2,NA
solA,a2,NA
ispE,a2,NA
clsA,a2,NA
